name,official_link,path,lyrics
Dịu Dàng Em Đến,https://www.youtube.com/watch?v=LbANX0zTlDk,Dịu_Dàng_Em_Đến\official.mp3,
Càng Lớn Càng Cô Đơn,https://www.youtube.com/watch?v=sscxAtAuvaM,Càng_Lớn_Càng_Cô_Đơn\official.mp3,"Khi người ta càng lớn lại càng cảm thấy cô đơn
Có những buồn vui, những đêm dài chẳng ai biết tới
Khi người ta càng lớn lại càng thấy không ai hiểu được mình
Cô đơn chọn ta mà đến hay ta chọn cô đơn?
Dẫu đã biết tình yêu là phải biết nghĩ cho nhau
Nhưng sao đã bao lần yêu lần nào cũng đau?
Mình yêu như thế, mà nơi người ta thấu được bao nhiêu?
Khi trái tim này tổn thương hằn lên quá nhiều
Lắng nghe những lời nói dối
Ấp ôm nỗi buồn mỗi tối
Hứa nhau bao điều để rồi lại quên
Thì rời xa nhau là chuyện sớm thôi
Có không em, hạnh phúc ấy?
Cớ sao anh nào có thấy được đâu
Nếu như tình yêu là điều mãi mãi
Vậy ta sẽ bên nhau bao lâu em ơi
Dẫu đã biết tình yêu là phải biết nghĩ cho nhau
Nhưng sao đã bao lần yêu lần nào cũng đau?
Mình yêu như thế mà nơi người ta thấu được bao nhiêu?
Khi trái tim này tổn thương hằn lên quá nhiều
Lắng nghe những lời nói dối
Ấp ôm nỗi buồn mỗi tối
Hứa nhau bao điều để rồi lại quên
Thì rời xa nhau là chuyện sớm thôi
Có không em, hạnh phúc ấy?
Cớ sao anh nào có thấy được đâu
Nếu như tình yêu là điều mãi mãi
Vậy ta sẽ bên nhau bao lâu em ơi
Lắng nghe những lời nói dối
Ấp ôm nỗi buồn mỗi tối
Hứa nhau bao điều để rồi lại quên
Thì rời xa nhau là chuyện sớm thôi
Có không em, hạnh phúc ấy?
Cớ sao anh nào có thấy được đâu
Nếu như tình yêu là điều mãi mãi
Vậy ta sẽ bên nhau bao lâu
Em ơi!"
Sợ Ta Mất Nhau,https://www.youtube.com/watch?v=BZmPF2GNbbQ,Sợ_Ta_Mất_Nhau\official.mp3,"Có những lúc anh hay nặng lời
Nói với em.những câu chuyện không vui
Thật tâm anh cũng chẳng muốn đâu người ơi
Vì yêu em quá nên anh sợ cô đơn chơi vơi
Anh biết rằng ngoài kia có bao người yêu em
Nên anh sợ một ngày anh chẳng thể níu lấy
Đôi tay này và tình yêu này
Sợ đến một ngày anh vội vàng lìa xa anh
Anh sợ lắm em ơi, sợ mỗi khi đêm về
Khi chẳng còn em, chẳng có tay ai vỗ về
Anh sợ khi em nói câu chia tay phũ phàng
Sợ duyên chưa hợp mà tình lại lìa tan
Sợ tình mình mong manh
Sau cơn mưa sẽ vỡ tan tành
Sợ em vội theo ai rời xa anh
Sợ đắng cay nếu như tình mình gặp không may
Sợ chung con đường nhưng hai ta đi ngược hướng
Anh sợ lắm em ơi, sợ mỗi khi đêm về
Khi chẳng còn em, chẳng có tay ai vỗ về
Anh sợ khi em nói câu chia tay phũ phàng
Sợ duyên chưa hợp mà tình lại lìa tan
Sợ tình mình mong manh
Sau cơn mưa sẽ vỡ tan tành
Sợ em vội theo ai rời xa anh
Sợ đắng cay nếu như tình mình gặp không may
Sợ chung con đường nhưng hai ta đi ngược hướng
Sợ đắng cay nếu như tình mình gặp không may
Sợ chung con đường nhưng hai ta đi ngược hướng
Anh biết rằng ngoài kia có bao người yêu em
Nên anh sợ một ngày anh chẳng thể níu lấy
Đôi tay này và tình yêu này
Sợ đến một ngày anh vội vàng lìa xa anh
Anh sợ lắm em ơi, sợ mỗi khi đêm về
Khi chẳng còn em, chẳng có tay ai vỗ về
Anh sợ khi em nói câu chia tay phũ phàng
Sợ duyên chưa hợp mà tình lại lìa tan
Sợ tình mình mong manh
Sau cơn mưa sẽ vỡ tan tành
Sợ em vội theo ai rời xa anh
Sợ đắng cay nếu như tình mình gặp không may
Sợ chung con đường nhưng hai ta đi ngược hướng"
Thế Nào Là Tình Yêu,https://www.youtube.com/watch?v=cWfMsKoD6zk,Thế_Nào_Là_Tình_Yêu\official.mp3,"Thế nào là tình yêu anh cũng không biết cách trả lời
Anh đã yêu thầm dưới góc phố ấy đã quá lâu rồi
Nên anh cũng không thể biết được biết được rõ
Không thể hiểu được yêu lại là thế nào
Một thời niên thiếu đi qua anh đã trao hết trái tim này
Để một người như em vui một giây khắc thôi là được
Bao nhiêu người trách anh trách anh quá hồn nhiên
Quên rằng nếu mình không cuồng điên
Thì đâu phải thanh xuân
Những cuối tuần mưa buồn bã
Loanh quanh dòng xe vội vã
Bộ phim tình yêu đã hết
Bài hát tình yêu đã chết
Những cuối tuần đến rồi đi
Không biết chính mình cần chi
Thời gian trôi nhanh lắm nên kỷ niệm cứ xa ta dần
Thế nào là tình yêu
Thế nào là tình yêu
Thế nào là tình yêu
Thế nào là tình yêu
Thế nào là tình yêu anh cũng không biết cách trả lời
Anh đã yêu thầm dưới góc phố ấy đã quá lâu rồi
Nên anh cũng không thể biết được biết được rõ
Không thể hiểu được yêu lại là thế nào
Một thời niên thiếu đi qua anh đã trao hết trái tim này
Để một người như em vui một giây khắc thôi là được
Bao nhiêu người trách anh trách anh quá hồn nhiên
Mà quên rằng nếu mình không cuồng điên
Thì đâu phải thanh xuân
Có ai đó sẽ đến sẽ đến và nói
Những giây phút nhìn thấy chiếc kim đồng hồ trôi
Những bàn chân nếu có một hôm đi ngược lối
Thời gian đó có quay ngược lại bên tôi
Những năm tháng ngày đó mình biết tìm ở đâu
Mỗi ngày qua mình vẫn ngồi sát bên cạnh nhau
Nói hàng trăm ngàn thứ yêu thích suốt đêm thâu
Mà giờ em vội quên mau vội quên mau huh huh huh
Thế nào là tình yêu anh cũng không biết cách trả lời
Anh đã yêu thầm dưới góc phố ấy đã quá lâu rồi
Nên anh cũng không thể biết được biết được rõ
Không thể hiểu được yêu lại là thế nào
Một thời niên thiếu đi qua anh đã trao hết trái tim này
Để một người như em vui một giây khắc thôi là được (một giây khắc thôi là được)
Bao nhiêu người trách anh trách anh quá hồn nhiên
Mà quên rằng nếu mình không cuồng điên
Thì đâu phải thanh xuân
Thế nào là tình yêu"
Muộn rồi mà sao còn,https://www.youtube.com/watch?v=-4jird32CnE,Muộn_rồi_mà_sao_còn\official.mp3,"Muộn rồi mà sao còn
Nhìn lên trần nhà rồi quay ra lại quay vào
Nằm trằn trọc vậy đến sáng mai
Ôm tương tư nụ cười của ai đó
Làm con tim ngô nghê như muốn khóc oà
Vắt tay lên trên trán mơ mộng
Được đứng bên em trong nắng xuân hồng
Một giờ sáng
Trôi qua trôi nhanh kéo theo ưu phiền miên man
Âm thầm gieo tên em vẽ lên hi vọng
Đúng là yêu thật rồi còn không thì hơi phí này
Cứ thế loanh quanh loanh quanh loanh quanh lật qua lật lại hai giờ
Những ngôi sao trên cao
Là người bạn tâm giao
Lắng nghe anh luyên thuyên về một tình đầu đẹp tựa chiêm bao
Có nghe thôi đã thấy ngọt ngào đủ biết anh si mê em nhường nào
Ít khi văn thơ anh dạt dào bụng đói nhưng vui quên luôn cồn cào
Nắm đôi tay kiêu sa
Được một lần không ta
Nghĩ qua thôi con tim trong anh đập tung lên rung nóc rung nhà
Hoá ra yêu đơn phương một người
Hoá ra khi tơ vương một người
Ba giờ đêm vẫn ngồi cười
Cứ ôm anh đi ôm anh đi ôm anh đi ôm anh đi
Ôm trong cơn mơ trong cơn mơ trong cơn mơ ôm trong cơn mơ
Có thế cũng khiến anh vui điên lên
Ngỡ như em đang bên
Chắp bút đôi ba câu thơ ngọt ngào
Muốn em đặt tên
Cứ ôm anh đi ôm anh đi ôm anh đi ôm anh đi
Ôm trong giấc mơ trong cơn mơ trong cơn mơ ôm trong cơn mơ
Yêu đến vậy thôi phát điên rồi làm sao giờ
Chịu
Đêm nay không ngủ tay kê lên tủ
Miên man anh tranh thủ
Chơi vơi suy tư bao nhiêu cho đủ
Yêu em ngu ngơ mình tôi
Yêu không quan tâm ngày trôi
Yêu ánh mắt bờ môi
Yêu đơn phương vậy thôi
Lại còn chối
Con tim thẹn thùng đập lạc lối liên hồi
Đừng chày cối
Miệng cười cả ngày vậy là chết toi rồi
Ngày càng nhiều thêm
Tình yêu cho em ngày càng nhiều thêm
Muốn nắm đôi bàn tay đó một lần
Du dương chìm sâu trong từng câu ca dịu êm
Những ngôi sao trên cao là người bạn tâm giao
Lắng nghe anh luyên thuyên về một tình đầu đẹp tựa chiêm bao
Có nghe tôi đã thấy ngọt ngào đủ biết anh si mê em nhường nào
Ít khi văn thơ anh dạt dào bụng đói nhưng vui quên luôn cồn cào
Nắm đôi tay kiêu sa
Được một lần không ta
Nghĩ qua thôi con tim trong anh đập tung lên rung nóc rung nhà
Hoá ra yêu đơn phương một người
Hoá ra khi tơ vương một người
Ba giờ đêm vẫn ngồi cười
Cứ ôm anh đi ôm anh đi ôm anh đi ôm anh đi
Ôm trong cơn mơ trong cơn mơ trong cơn mơ ôm trong cơn mơ
Có thế cũng khiến anh vui điên lên
Ngỡ như em đang bên
Chắp bút đôi ba câu thơ ngọt ngào
Muốn em đặt tên
Cứ ôm anh đi ôm anh đi ôm anh đi ôm anh đi
Ôm trong giấc mơ trong cơn mơ trong cơn mơ ôm trong cơn mơ
Yêu đến vậy thôi phát điên rồi làm sao giờ
Em xinh như một thiên thần
Như một thiên thần
Như một thiên thần
Ngỡ như em là thiên thần
Xinh như một thiên thần
Như một thiên thần
Em xinh như một thiên thần
Như một thiên thần
Như một thiên thần
Ngỡ như em là thiên thần
Ngỡ như ngỡ như
Ngỡ như ngỡ như ngỡ như
Cứ ôm anh đi ôm anh đi ôm anh đi ôm anh đi
Ôm trong cơn mơ trong cơn mơ trong cơn mơ ôm trong cơn mơ
Có thế cũng khiến anh vui điên lên
Ngỡ như em đang bên
Chắp bút đôi ba câu thơ ngọt ngào
Muốn em đặt tên
Cứ ôm anh đi ôm anh đi ôm anh đi ôm anh đi
Ôm trong giấc mơ trong cơn mơ trong cơn mơ ôm trong cơn mơ
Yêu đến vậy thôi phát điên rồi làm sao giờ"
Dark horse,https://www.youtube.com/watch?v=xtoHuHgS9_o,Dark_horse\official.mp3,"Yeah, y'all know what it is
Katy Perry
Juicy J
Uh-huh, let's rage
I knew you were
You were gonna come to me
And here you are
But you better choose carefully
'Cause I, I'm capable of anything
Of anything and everything
Make me your Aphrodite
Make me your one and only
But don't make me your enemy (enemy)
Your enemy (your enemy), your enemy
So you wanna play with magic?
Boy, you should know what you're fallin' for
Baby, do you dare to do this?
'Cause I'm comin' at you like a dark horse (hey)
Are you ready for, ready for (hey)
A perfect storm, perfect storm? (Hey, hey)
'Cause once you're mine, once you're mine (hey, hey, hey, hey)
(There's no goin' back)
Mark my words, this love will make you levitate
Like a bird, like a bird without a cage
But down to earth if you choose to walk away
Don't walk away (walk away)
It's in the palm of your hand now, baby
It's a yes or a no, no maybe
So just be sure before you give it all to me
All to me, give it all to me
So you wanna play with magic?
Boy, you should know what you're fallin' for
Baby, do you dare to do this?
'Cause I'm comin' at you like a dark horse (hey)
Are you ready for, ready for (hey)
A perfect storm, perfect storm? (Hey, hey)
'Cause once you're mine, once you're mine (hey, hey, hey, hey)
Yup (Trippy)
(There's no going back)
Uh, she's a beast (beast)
I call her Karma (come back)
She eat your heart out like Jeffrey Dahmer (woo)
Be careful, try not to lead her on
Shawty heart is on steroids
'Cause her love is so strong
You might fall in love when you meet her (meet her)
If you get the chance, you better keep her (keep her)
She's sweet as pie, but if you break her heart
She turn cold as a freezer (freezer)
That fairy tale ending with a knight in shining armor
She can be my Sleeping Beauty
I'm gon' put her in a coma (woo)
Damn, I think I love her
Shawty so bad, I'm sprung and I don't care
She ride me like a roller coaster
Turn the bedroom into a fair (a fair)
Her love is like a drug
I was tryna hit it and quit it
But lil' mama so dope
I messed around and got addicted
So you wanna play with magic?
Boy, you should know what you're fallin' for (you should know)
Baby, do you dare to do this?
'Cause I'm comin' at you like a dark horse (like a dark horse)
Are you ready for, ready for (ready for)
A perfect storm, perfect storm? (A perfect storm)
'Cause once you're mine, once you're mine (mine)
(There's no going back)"
Chân tình,https://www.youtube.com/watch?v=UKYCAqb_QhE,Chân_tình\official.mp3,"Mùa xuân vừa đến hoa về trên những bàn tay
Và em vừa đến thay màu áo mới vì anh
Nguyện cho ngày tháng êm đềm như những sớm mai
Những nhọc nhằn chớm quen
Vẫn trong ngần mắt em đang nhìn về anh
Và anh lại nhớ những giờ em đứng chờ trông
Một mình lặng lẽ ướt lạnh trong mưa vì anh
Tình yêu tìm thấy nguyên vẹn sau đêm bão giông
Giữa hoang tàn lãng quên
Nơi cuối đường có em riêng chờ đợi anh
Như chưa từng có những phút lìa xa
Giấu gương mặt trên vai anh khóc oà
Những con đường anh đi rồi cũng đưa anh về bên em
Như anh được sống giây phút đầu tiên
Có em tận đến những giây cuối cùng
Suốt cuộc đời anh không quên chân tình dành hết cho em
Và anh lại nhớ những giờ em đứng chờ trông
Một mình lặng lẽ ướt lạnh trong mưa vì anh
Tình yêu tìm thấy nguyên vẹn sau đêm bão giông
Giữa hoang tàn lãng quên
Nơi cuối đường có em riêng chờ đợi anh
Như chưa từng có những phút lìa xa
Giấu gương mặt trên vai anh khóc oà
Những con đường anh đi rồi cũng đưa anh về bên em
Như anh được sống giây phút đầu tiên
Có em tận đến những giây cuối cùng
Suốt cuộc đời anh không quên chân tình dành hết cho em
Suốt cuộc đời anh không quên chân tình dành hết cho em"
Animals,https://www.youtube.com/watch?v=0GVExpdmoDs,Animals\official.mp3,"Baby, I'm preying on you tonight
Hunt you down eat you alive
Just like animals
Animals
Like animals-mals
Maybe you think that you can hide
I can smell your scent for miles
Just like animals
Animals
Like animals-mals
Baby I'm
So what you trying to do to me
It's like we can't stop, we're enemies
But we get along when I'm inside you, eh
You're like a drug that's killing me
I cut you out entirely
But I get so high when I'm inside you
Yeah, you can start over you can run free
You can find other fish in the sea
You can pretend it's meant to be
But you can't stay away from me
I can still hear you making that sound
Taking me down rolling on the ground
You can pretend that it was me
But no, oh
Baby, I'm preying on you tonight
Hunt you down eat you alive
Just like animals
Animals
Like animals
Maybe you think that you can hide
I can smell your scent for miles
Just like animals
Animals
Like animals-mals
Baby, I'm
So if I run it's not enough
You're still in my head forever stuck
So you can do what you wanna do, eh
I love your lies I'll eat 'em up
But don't deny the animal
That comes alive when I'm inside you
Yeah, you can start over you can run free
You can find other fish in the sea
You can pretend it's meant to be
But you can't stay away from me
I can still hear you making that sound
Taking me down rolling on the ground
You can pretend that it was me
But no, oh
Baby I'm preying on you tonight
Hunt you down eat you alive
Just like animals
Animals
Like animals-mals
Maybe you think that you can hide
I can smell your scent for miles
Just like animals
Animals
Like animals-mals
Baby, I'm
Don't tell no lie, lie, lie, lie
You can't deny-ny-ny-ny
The beast inside-side-side-side
Yeah yeah yeah
No girl, don't lie, lie, lie, lie (no girl don't lie)
You can't deny, ny-ny-ny (you can't deny)
The beast inside-side-side-side
Yeah, yeah, yeah
Yo
Whoa
Whoa
Just like animals
Animals
Like animals-mals
Just like animals (yeah)
Animals (yeah)
Like animals-mals (yeah)
Ow
Baby I'm preying on you tonight
Hunt you down eat you alive
Just like animals
Animals
Like animals-mals
Maybe you think that you can hide
I can smell your scent for miles
Just like animals
Animals
Like animals-mals
Baby I'm
Don't tell no lie, lie, lie, lie
You can't deny-ny-ny-ny
The beast inside-side-side-side
Yeah yeah yeah
No girl, don't lie, lie, lie, lie (no, girl don't lie)
You can't deny-ny-ny-ny (you can't deny)
The beast inside-side-side-side
Yeah, yeah, yeah"
Light switch,https://www.youtube.com/watch?v=WFsAon_TWPQ,Light_switch\official.mp3,"Yeah
Why you callin' at 11:30
When you only wanna do me dirty?
But I hit right back 'cause you got that, that, yeah
Why you always wanna act like lovers
But you never wanna be each other's?
I say, ""Don't look back"" but I go right back and
All of a sudden, I'm hypnotized
You're the one that I can't deny
Every time that I say I'm gonna walk away
You turn me on like a light switch
When you're movin' your body around and around
Now, I don't wanna fight this (no)
You know how to just make me want
You turn me on like a light switch
When you're movin' your body around and around
You got me in a tight grip (yeah)
You know how to just make me want you, baby
Do you love it when you keep me guessin'? (Me guessin')
When you leave, and then you leave me stressin' (me stressin')
But I can't stay mad when you walk like that, no (uh)
Why you always wanna act like lovers
But you never wanna be each other's?
I say don't look back, but I go right back and
All of a sudden, I'm hypnotized (hypnotized)
You're the one that I can't deny (can't deny)
Every time that I say I'm gonna walk away (yeah)
You turn me on like a light switch
When you're movin' your body around and around
Now, I don't wanna fight this (no)
You know how to just make me want
You turn me on like a light switch (switch)
When you're movin' your body around and around
You got me in a tight grip (grip)
You know how to just make me want you, baby
C'mon, c'mon, c'mon, c'mon
C'mon and show me how you do (do)
You want, you want, you want, you want
You wanna keep me wantin' you (me wantin' you, girl)
C'mon, c'mon, c'mon, c'mon
C'mon and show me how you do (you do)
You want, you want, you want, you want
You wanna keep me wantin' you
You turn me on like a light switch
When you're movin' your body around and around
Now, I don't wanna fight this
You know how to just make me want you
You turn me on like a light switch
When you're movin' your body around and around
You got me in a tight grip
You know how to just make me want you, baby
C'mon, c'mon, c'mon, c'mon
C'mon and show me how you do (how you do)
You want, you want, you want, you want
You wanna keep me wantin' you (baby)
C'mon, c'mon, c'mon, c'mon
C'mon and show me how you do (how you do)
You want, you want, you want, you want
You wanna keep me wantin' you"
Light bringer,https://www.youtube.com/watch?v=oXSLYEqFnO4,Light_bringer\official.mp3,
Umbrella,https://www.youtube.com/watch?v=HuQ0ni6AlrU,Umbrella\official.mp3,"Uh huh, uh huh (yeah, Rihanna)
Uh huh, uh huh (Good Girl Gone Bad)
Uh huh, uh huh (take three, action)
Uh huh, uh huh (Hov)
No clouds in my stones
Let it rain, I hydroplane in the bank
Comin' down like Dow Jones
When the clouds come, we gone
We Roc-A-Fella
We fly higher than weather
In G5's or better
You know me (you know me)
In anticipation for precipitation stack chips for the rainy day
Jay, Rain Man is back
With Little Ms. Sunshine, Rihanna, where you at?
You have my heart
And we'll never be worlds apart
Maybe in magazines
But you'll still be my star
Baby, 'cause in the dark
You can't see shiny cars
And that's when you need me there
With you I'll always share
Because
When the sun shines, we'll shine together
Told you I'll be here forever
Said I'll always be your friend
Took an oath, I'ma stick it out to the end
Now that it's raining more than ever
Know that we'll still have each other
You can stand under my umbrella
You can stand under my umbrella, ella, ella, eh, eh, eh
Under my umbrella, ella, ella, eh, eh, eh
Under my umbrella, ella, ella, eh, eh, eh
Under my umbrella, ella, ella, eh, eh, eh, eh, eh-eh
These fancy things will never come in between
You're part of my entity, here for infinity
When the war has took its part
When the world has dealt its cards
If the hand is hard
Together we'll mend your heart
Because
When the sun shines, we shine together
Told you I'll be here forever
Said I'll always be your friend
Took an oath, I'ma stick it out to the end
Now that it's raining more than ever
Know that we'll still have each other
You can stand under my umbrella
You can stand under my umbrella, ella, ella, eh, eh, eh
Under my umbrella, ella, ella, eh, eh, eh
Under my umbrella, ella, ella, eh, eh, eh
Under my umbrella, ella, ella, eh, eh, eh, eh, eh-eh
You can run into my arms
It's okay, don't be alarmed
Come into me (there's no distance in between our love)
So gon' and let the rain pour
I'll be all you need and more
Because
When the sun shines, we shine together
Told you I'll be here forever
Said I'll always be your friend
Took an oath, I'ma stick it out to the end
Now that it's raining more than ever
Know that we'll still have each other
You can stand under my umbrella
You can stand under my umbrella, ella, ella, eh, eh, eh
Under my umbrella, ella, ella, eh, eh, eh
Under my umbrella, ella, ella, eh, eh, eh
Under my umbrella, ella, ella, eh, eh, eh, eh, eh-eh
It's raining, raining
Ooh, baby, it's raining, raining
Baby, come into me
Come into me
It's raining, raining
Ooh, baby, it's raining, raining
You can always come into me
Come into me
It's pouring rain
It's pouring rain
Come into me
Come into me
It's pouring rain
It's pouring rain, come into me"
Thắc mắc,https://www.youtube.com/watch?v=YTQ-n0SgdiY,Thắc_mắc\official.mp3,"Có lẽ em chẳng khóc chút nào
Có lẽ em chẳng quan tâm anh ra sao
Điều đó anh không thể biết em à
Vì giờ mình đã xa
Sau chia tay em thấy sao về cuộc đời em
Em cô đơn hay thích hơn đã kể ai xem
Sau chia tay anh thích trong phòng ngồi chơi game
Anh không đau không khóc lâu cũng chẳng say mèm
Chỉ là chút thắc mắc theo anh rối bời
Chỉ là chút khói bên trong mặt trời
Có lẽ em đã khóc rất nhiều
Có lẽ anh chẳng cảm nhận được bao nhiêu
Điều đó anh không thể biết em à
Có lẽ em chẳng khóc chút nào
Có lẽ em chẳng quan tâm anh ra sao
Điều đó anh không thể biết em à
Vì giờ mình đã xa
Vì giờ mình đã xa
Vì giờ mình đã xa
Vì giờ mình đã xa
Sau chia tay không thấy em chụp hình đăng Face
Một ngày anh thử tìm kiếm tên em đã không xuất hiện
Vẫn là chút thắc mắc theo anh rối bời
Vẫn là chút khói bên trong mặt trời
Có lẽ em đã khóc rất nhiều
Có lẽ anh chẳng cảm nhận được bao nhiêu
Điều đó anh không thể biết em à
Có lẽ em chẳng khóc chút nào
Có lẽ em chẳng quan tâm anh ra sao
Điều đó anh không thể biết em à
Vì giờ mình đã xa
Vì giờ mình đã xa
Vì giờ mình đã xa
Vì giờ mình đã xa
Có lẽ em đã khóc rất nhiều
Có lẽ anh chẳng cảm nhận được bao nhiêu
Điều đó anh không thể biết em à
Nhưng có lẽ em chẳng khóc chút nào
Có lẽ em chẳng quan tâm anh ra sao
Điều đó anh không thể biết em à
Vì giờ mình đã xa
Vì giờ mình đã xa
Vì giờ mình đã xa
Vì giờ mình đã xa"
Yorushika-cloudless,https://www.youtube.com/watch?v=-VKIqrvVOpo,Yorushika-cloudless\official.mp3,
Hongkong12,https://www.youtube.com/watch?v=eEQn8jfkyUM,Hongkong12\official.mp3,"Như là phút giây ban đầu gieo thương nhớ tuổi xanh
Nhưng bài nhạc này được viết lên đó là cái cớ của anh
Vì yêu em nên anh quyết định không ở lại
Anh chấp nhận sự cô đơn đi cùng với tiếng thở dài
Nếu anh chúc em hạnh phúc là tự làm khó bản thân
Nhưng em yên tâm anh sẽ không để cho điều đó cản chân
Và những điều mình không muốn thì nó cũng đến thôi em
Anh chẳng mong một môi ai đó sẽ lại trao đến môi em
Con đường tình chỉ còn một mình nên anh phải dần quen lối
Nếu tình yêu chỉ nằm trên môi thì anh không cần em nói
Này em ơi em còn nhớ hay đã quên
Những nơi mình hẹn thề và nơi ngày xưa mình đã đến
Chúng ta đã từng trải và cùng nhau nếm hết màn đêm
Vậy mặt trăng với mặt trời là một cuộc đời thế nào em
Thế nào em thế nào em
Là thế nào em
Vì giờ thì anh đã thấy được một sự thật tim đau nhói
Trao nhau bao nhiêu đắm đuối nhưng sao cứ thế buông
Anh trách sao người nỡ vội vàng
Để như bài nhạc buồn anh đâu muốn viết
Và giờ anh chẳng thể kéo mọi thứ về như xưa
Khi ánh mắt em còn có trao cho anh mà cho ai
Anh đâu có thể làm được gì
Cố buông lời cầu kỳ là vì em vì em
Anh đâu muốn thấy eh
Em tay trong tay vui đùa và trao môi hôn lúc ấy eh
Con tim nhớ nhung mơ mộng về em những năm tháng ấy
Giờ theo gió mây còn đâu
Anh đau biết mấy eh
Khi em trong tay vui đùa và trao môi hôn lúc ấy eh
Con tim nhói đau mơ mộng về em những năm tháng ấy
Tình yêu đó nay còn đâu
Rồi một ngày có một người ngồi đợi ai qua đây
Anh chỉ muốn thấy em cười cho dù là hai ba giây
Anh muốn được bay qua mây để thấy được cuối chân trời
Anh vẫn mãi là một thằng nhóc chưa học được cách vâng lời
Và rồi chúng ta trở thành hai người dưng
Trao cho nhau bao đắm đuối đến phút cuối lại dừng
Dù cho anh cũng đã từng cùng em trò chuyện trắng đêm
Hồng Kông đã không còn đẹp vì những ngày buồn vắng em
Đợi khi nắng lên cho thành phố này ấm áp
Anh bán luôn cả niềm vui mua nỗi buồn về nhấm nháp
Rất nhiều người khác họ sẵn sàng đến bên em
Nhưng chỉ có một mình anh lại là người muốn quên em (quên em)
Lạc trong thành phố đi giữa dòng người đan xen
Anh phải học cách từ bỏ với những điều mình đang quen
Dành cho em người mà anh đã từng nhớ
Một lần và mãi mãi để bản thân thôi ngừng mơ
Vì giờ thì anh đã thấy được một sự thật tim đau nhói
Trao nhau bao nhiêu đắm đuối nhưng sao cứ thế buông
Anh trách sao người nỡ vội vàng
Để như bài nhạc buồn anh đâu muốn viết
Và giờ anh chẳng thể kéo mọi thứ về như xưa
Khi ánh mắt em còn có trao cho anh mà cho ai
Anh đâu có thể làm được gì
Cố buông lời cầu kỳ là vì em vì em
Dần chiều nhạt màu dù mưa đến đâu
Thì em trong anh vẫn luôn sẽ mãi là điều tuyệt vời
Nhưng sao em nỡ để thành giấc mơ xa vời
Là vì em vì em"
Lemon,https://www.youtube.com/watch?v=hkiEL4STNbQ,Lemon\official.mp3,"夢ならばどれほどよかったでしょう
未だにあなたのことを夢にみる
忘れた物を取りに帰るように
古びた思い出の埃を払う
戻らない幸せがあることを
最後にあなたが教えてくれた
言えずに隠してた昏い過去も
あなたがいなきゃ永遠に昏いまま
きっともうこれ以上傷つくことなど
ありはしないとわかっている
あの日の悲しみさえ あの日の苦しみさえ
そのすべてを愛してた あなたとともに
胸に残り離れない 苦いレモンの匂い
雨が降り止むまでは帰れない
今でもあなたはわたしの光
暗闇であなたの背をなぞった
その輪郭を鮮明に覚えている
受け止めきれないものと出会うたび
溢れてやまないのは涙だけ
何をしていたの 何を見ていたの
わたしの知らない横顔で
どこかであなたが今
わたしと同じ様な
涙にくれ淋しさの中にいるなら
わたしのことなどどうか忘れてください
そんなことを心から願うほどに
今でもあなたはわたしの光
自分が思うより 恋をしていたあなたに
あれから思うように 息ができない
あんなに側にいたのに まるで嘘みたい
とても忘れられない それだけが確か
あの日の悲しみさえ あの日の苦しみさえ
そのすべてを愛してた あなたとともに
胸に残り離れない苦いレモンの匂い
雨が降り止むまでは帰れない
切り分けた果実の片方の様に
今でもあなたはわたしの光"
Biri Biri,https://www.youtube.com/watch?v=shZyg5VFI1Y,Biri_Biri\official.mp3,"「はじめまして」した日から
ずっと待っていた
Ah この日を想っていた
キラキラその目に宿った
光を見たんだ
広がるこの大地を歩いて
新たな出会いに触れてきっと
見つけ出せる きみだけのジュエル
その軌跡をセーブ 全部 全部
Hurry up!
赤青緑色とりどり
宝探したまに寄り道
手合わせ願う それじゃ一緒に
Three, two, one!
「キミにきめた！」
今日も幕が開けた
Let me そう let me feel
Whoa-oh, oh-oh, oh-oh
ドキドキがもう止まらない 止められない
磨き続けた 一撃をビリビリと今
狙い定めて keep it, keep it up
さあ pick out, pick out, pick out
実りある瞬間を駆けるの
行こう no limit, limit よ
ビリビリと 今きみと (ah)
ジリジリを give me, give me, more (ah)
ヒリヒリのliving, living, oh (ah)
ギリギリも 楽しむの
金銀クリスタル
欲しいのはそんなんじゃないんだ
新人？ リーダー？
誰でも構わないや
蒼天の下
エメラルドの海超え探し出す紅一点
難しい問題パスして
面白いが眠る街へ
白黒付ける知ってるバトルの
How to なら A-B-C から X-Y-Z
きみに会えた
やっと巡り会えた
Let me そう let me feel
Whoa-oh, oh-oh, oh-oh
ドキドキしてるの きみも同じかな
陽が差す朝も
月が見える夜も
積み上げてきたもの
ぶつけ合おう 真剣勝負
どうしたってもう止まんない
夢に見た このステージで
「キミにきめた！」
待ち侘びたこの時をさあ
Whoa-oh, oh-oh, oh-oh
ドクドクと感じる鼓動の先に行こう
磨き続けた 一撃をビリビリと今
狙い定めて keep it, keep it up
さあ pick out, pick out, pick out
実りある瞬間にしよう
いつでも no limit, limit よ
スカした顔のきみも
(Ah-ah, ah-ah) 人見知りなきみも
(Ah-ah, ah-ah) 下向いてた過去にバイバイを
未来をゲット (ah)
ビリビリと 今きみと (ah)
ジリジリを give me, give me, more (ah)
ヒリヒリのliving, living, oh (ah)
ギリギリも 楽しむの"
